2023-08-17 15:10:17.556205 - {street: 1, cars: 10, velocity: 22.823435274402996, time: 2023-08-17 15:10:17.556142}
2023-08-17 15:11:48.717657 - {street: 2, cars: 41, velocity: 44.702185081296946, time: 2023-08-17 15:11:48.717614}
2023-08-17 15:11:49.750795 - {street: 1, cars: 23, velocity: 63.547176370003456, time: 2023-08-17 15:11:49.750751}
2023-08-17 15:11:50.722273 - {street: 2, cars: 95, velocity: 47.59136456531446, time: 2023-08-17 15:11:50.722228}
2023-08-17 15:11:51.754068 - {street: 1, cars: 4, velocity: 57.9413079449594, time: 2023-08-17 15:11:51.754028}
2023-08-17 15:11:52.725979 - {street: 2, cars: 58, velocity: 46.437542303320775, time: 2023-08-17 15:11:52.725939}
2023-08-17 15:11:53.758469 - {street: 1, cars: 78, velocity: 49.216664316952645, time: 2023-08-17 15:11:53.758349}
2023-08-17 15:11:54.730115 - {street: 2, cars: 92, velocity: 45.28845019219244, time: 2023-08-17 15:11:54.730067}
2023-08-17 15:11:55.762082 - {street: 1, cars: 65, velocity: 74.30801573224275, time: 2023-08-17 15:11:55.762000}
2023-08-17 15:11:56.734032 - {street: 2, cars: 42, velocity: 45.22758734759494, time: 2023-08-17 15:11:56.733991}
2023-08-17 15:11:57.766194 - {street: 1, cars: 20, velocity: 21.93515573898936, time: 2023-08-17 15:11:57.766150}
2023-08-17 15:11:58.738198 - {street: 2, cars: 26, velocity: 74.22307470714296, time: 2023-08-17 15:11:58.738158}
2023-08-17 15:11:59.768395 - {street: 1, cars: 16, velocity: 61.31819361095742, time: 2023-08-17 15:11:59.768351}
2023-08-17 15:12:00.745114 - {street: 2, cars: 76, velocity: 36.258650074586, time: 2023-08-17 15:12:00.745070}
2023-08-17 15:12:01.772489 - {street: 1, cars: 77, velocity: 65.48732880556074, time: 2023-08-17 15:12:01.772445}
2023-08-17 15:12:02.749179 - {street: 2, cars: 21, velocity: 76.49575510605649, time: 2023-08-17 15:12:02.749138}
2023-08-17 15:12:03.776869 - {street: 1, cars: 83, velocity: 41.80038087016529, time: 2023-08-17 15:12:03.776827}
2023-08-17 15:12:04.753122 - {street: 2, cars: 46, velocity: 51.000582285018524, time: 2023-08-17 15:12:04.753078}
2023-08-17 15:12:05.781147 - {street: 1, cars: 90, velocity: 54.17525745518093, time: 2023-08-17 15:12:05.781114}
2023-08-17 15:12:06.757287 - {street: 2, cars: 51, velocity: 41.17026897861302, time: 2023-08-17 15:12:06.757256}
2023-08-17 15:12:07.785311 - {street: 1, cars: 70, velocity: 43.54939390354409, time: 2023-08-17 15:12:07.785268}
2023-08-17 15:12:08.761049 - {street: 2, cars: 36, velocity: 77.4839561027441, time: 2023-08-17 15:12:08.761008}
2023-08-17 15:12:09.789239 - {street: 1, cars: 96, velocity: 72.08249246066555, time: 2023-08-17 15:12:09.789198}
2023-08-17 15:12:10.765237 - {street: 2, cars: 77, velocity: 51.54628607066364, time: 2023-08-17 15:12:10.765197}
2023-08-17 15:12:11.793464 - {street: 1, cars: 34, velocity: 45.24550319665995, time: 2023-08-17 15:12:11.793423}
2023-08-17 15:12:12.769271 - {street: 2, cars: 56, velocity: 75.30762479392158, time: 2023-08-17 15:12:12.769215}
2023-08-17 15:12:13.797490 - {street: 1, cars: 51, velocity: 58.04922821413815, time: 2023-08-17 15:12:13.797454}
2023-08-17 15:12:14.773141 - {street: 2, cars: 94, velocity: 50.98270300730071, time: 2023-08-17 15:12:14.773097}
2023-08-17 15:12:15.802069 - {street: 1, cars: 7, velocity: 78.72481425970906, time: 2023-08-17 15:12:15.802020}
2023-08-17 15:12:16.777449 - {street: 2, cars: 49, velocity: 35.79410183310959, time: 2023-08-17 15:12:16.777407}
2023-08-17 15:12:17.805933 - {street: 1, cars: 85, velocity: 38.82182442235301, time: 2023-08-17 15:12:17.805883}
2023-08-17 15:12:18.781622 - {street: 2, cars: 61, velocity: 73.70538810484557, time: 2023-08-17 15:12:18.781584}
2023-08-17 15:12:19.811214 - {street: 1, cars: 19, velocity: 32.46134473549739, time: 2023-08-17 15:12:19.811178}
2023-08-17 15:12:20.786260 - {street: 2, cars: 68, velocity: 27.162256678093257, time: 2023-08-17 15:12:20.786219}
2023-08-17 15:12:21.814038 - {street: 1, cars: 100, velocity: 45.3009946202437, time: 2023-08-17 15:12:21.813996}
2023-08-17 15:12:22.790134 - {street: 2, cars: 29, velocity: 64.20891596123666, time: 2023-08-17 15:12:22.789964}
2023-08-17 15:12:23.818076 - {street: 1, cars: 39, velocity: 63.03532020081955, time: 2023-08-17 15:12:23.818033}
2023-08-17 15:12:24.793754 - {street: 2, cars: 31, velocity: 22.245361874237634, time: 2023-08-17 15:12:24.793711}
2023-08-17 15:12:25.821915 - {street: 1, cars: 23, velocity: 78.30418890872704, time: 2023-08-17 15:12:25.821874}
2023-08-17 15:12:26.797867 - {street: 2, cars: 11, velocity: 52.9541913852728, time: 2023-08-17 15:12:26.797823}
2023-08-17 15:12:27.827779 - {street: 1, cars: 81, velocity: 24.410887416537822, time: 2023-08-17 15:12:27.827737}
2023-08-17 15:12:28.801895 - {street: 2, cars: 57, velocity: 40.641289604643816, time: 2023-08-17 15:12:28.801853}
2023-08-17 15:12:29.829934 - {street: 1, cars: 31, velocity: 62.71167598378196, time: 2023-08-17 15:12:29.829885}
2023-08-17 15:12:30.806067 - {street: 2, cars: 14, velocity: 41.200214088927964, time: 2023-08-17 15:12:30.806023}
2023-08-17 15:12:31.834115 - {street: 1, cars: 100, velocity: 48.20158592830095, time: 2023-08-17 15:12:31.834066}
2023-08-17 15:12:32.809957 - {street: 2, cars: 25, velocity: 34.39137882430595, time: 2023-08-17 15:12:32.809916}
2023-08-17 15:12:33.838339 - {street: 1, cars: 4, velocity: 68.92692954389064, time: 2023-08-17 15:12:33.838296}
2023-08-17 15:12:34.814441 - {street: 2, cars: 77, velocity: 47.89829684764918, time: 2023-08-17 15:12:34.814396}
2023-08-17 15:12:35.843598 - {street: 1, cars: 41, velocity: 39.78389086451779, time: 2023-08-17 15:12:35.843568}
2023-08-17 15:12:36.818352 - {street: 2, cars: 37, velocity: 77.57741182916234, time: 2023-08-17 15:12:36.818311}
2023-08-17 15:12:37.847992 - {street: 1, cars: 70, velocity: 77.55086799564094, time: 2023-08-17 15:12:37.847951}
2023-08-17 15:12:38.822419 - {street: 2, cars: 78, velocity: 57.03534289113889, time: 2023-08-17 15:12:38.822376}
2023-08-17 15:12:39.852392 - {street: 1, cars: 44, velocity: 48.48786633130692, time: 2023-08-17 15:12:39.852350}
2023-08-17 15:12:40.826948 - {street: 2, cars: 70, velocity: 24.328688182736073, time: 2023-08-17 15:12:40.826906}
2023-08-17 15:12:41.855424 - {street: 1, cars: 94, velocity: 70.86324006450072, time: 2023-08-17 15:12:41.855383}
2023-08-17 15:12:42.831258 - {street: 2, cars: 8, velocity: 44.85720715320144, time: 2023-08-17 15:12:42.831217}
2023-08-17 15:12:43.859799 - {street: 1, cars: 87, velocity: 47.61627012641742, time: 2023-08-17 15:12:43.859756}
2023-08-17 15:12:44.835459 - {street: 2, cars: 6, velocity: 24.576362917667325, time: 2023-08-17 15:12:44.835418}
2023-08-17 15:12:45.863955 - {street: 1, cars: 40, velocity: 70.29215677714504, time: 2023-08-17 15:12:45.863913}
2023-08-17 15:12:46.837940 - {street: 2, cars: 78, velocity: 37.72146354503714, time: 2023-08-17 15:12:46.837899}
2023-08-17 15:12:47.868162 - {street: 1, cars: 41, velocity: 74.57523345778485, time: 2023-08-17 15:12:47.868120}
2023-08-17 15:12:48.842125 - {street: 2, cars: 34, velocity: 28.134358603148073, time: 2023-08-17 15:12:48.842085}
2023-08-17 15:12:49.872211 - {street: 1, cars: 54, velocity: 68.48511959837631, time: 2023-08-17 15:12:49.872171}
2023-08-17 15:12:50.845957 - {street: 2, cars: 47, velocity: 52.0992608195444, time: 2023-08-17 15:12:50.845915}
2023-08-17 15:12:51.876475 - {street: 1, cars: 11, velocity: 31.387583261081836, time: 2023-08-17 15:12:51.876432}
2023-08-17 15:12:52.850227 - {street: 2, cars: 0, velocity: 28.565182217757325, time: 2023-08-17 15:12:52.850190}
2023-08-17 15:12:53.880521 - {street: 1, cars: 24, velocity: 63.565850886964455, time: 2023-08-17 15:12:53.880478}
2023-08-17 15:12:54.854262 - {street: 2, cars: 14, velocity: 44.47834906149757, time: 2023-08-17 15:12:54.854219}
2023-08-17 15:12:55.884851 - {street: 1, cars: 29, velocity: 62.60032685042652, time: 2023-08-17 15:12:55.884807}
2023-08-17 15:12:56.858111 - {street: 2, cars: 15, velocity: 56.40441842788304, time: 2023-08-17 15:12:56.858068}
2023-08-17 15:12:57.889071 - {street: 1, cars: 20, velocity: 73.27407906805941, time: 2023-08-17 15:12:57.889027}
2023-08-17 15:12:58.861965 - {street: 2, cars: 34, velocity: 45.58035641858034, time: 2023-08-17 15:12:58.861925}
2023-08-17 15:12:59.893142 - {street: 1, cars: 78, velocity: 27.330486521818855, time: 2023-08-17 15:12:59.893103}
2023-08-17 15:13:00.869150 - {street: 2, cars: 80, velocity: 70.21081281159258, time: 2023-08-17 15:13:00.869108}
2023-08-17 15:13:01.897295 - {street: 1, cars: 8, velocity: 23.323991890513007, time: 2023-08-17 15:13:01.897249}
2023-08-17 15:13:02.873800 - {street: 2, cars: 32, velocity: 58.9045738621807, time: 2023-08-17 15:13:02.873732}
2023-08-17 15:13:03.901094 - {street: 1, cars: 5, velocity: 39.75497001466948, time: 2023-08-17 15:13:03.901051}
2023-08-17 15:13:04.877943 - {street: 2, cars: 19, velocity: 64.93005132013478, time: 2023-08-17 15:13:04.877901}
2023-08-17 15:13:05.905463 - {street: 1, cars: 90, velocity: 55.07595265812529, time: 2023-08-17 15:13:05.905421}
2023-08-17 15:13:06.881894 - {street: 2, cars: 22, velocity: 38.969749192541, time: 2023-08-17 15:13:06.881851}
2023-08-17 15:13:07.909557 - {street: 1, cars: 83, velocity: 52.64826977677989, time: 2023-08-17 15:13:07.909502}
2023-08-17 15:13:08.885410 - {street: 2, cars: 12, velocity: 38.55124736216871, time: 2023-08-17 15:13:08.885368}
2023-08-17 15:13:09.913581 - {street: 1, cars: 18, velocity: 71.13374109986842, time: 2023-08-17 15:13:09.913537}
2023-08-17 15:13:10.889573 - {street: 2, cars: 52, velocity: 55.23654481552881, time: 2023-08-17 15:13:10.889532}
2023-08-17 15:13:11.918353 - {street: 1, cars: 76, velocity: 56.083268227753585, time: 2023-08-17 15:13:11.918306}
2023-08-17 15:13:12.893916 - {street: 2, cars: 3, velocity: 26.16721109958915, time: 2023-08-17 15:13:12.893851}
2023-08-17 15:13:13.921948 - {street: 1, cars: 78, velocity: 56.23978306019546, time: 2023-08-17 15:13:13.921891}
2023-08-17 15:13:14.898141 - {street: 2, cars: 67, velocity: 22.809029535432252, time: 2023-08-17 15:13:14.898098}
2023-08-17 15:13:15.926224 - {street: 1, cars: 7, velocity: 72.28440195494797, time: 2023-08-17 15:13:15.926180}
2023-08-17 15:13:16.901940 - {street: 2, cars: 51, velocity: 43.589169993506246, time: 2023-08-17 15:13:16.901896}
2023-08-17 15:13:17.930953 - {street: 1, cars: 93, velocity: 66.54340015663163, time: 2023-08-17 15:13:17.930910}
2023-08-17 15:13:18.905923 - {street: 2, cars: 78, velocity: 74.21500395867982, time: 2023-08-17 15:13:18.905871}
2023-08-17 15:13:19.937543 - {street: 1, cars: 35, velocity: 69.12784951317161, time: 2023-08-17 15:13:19.937500}
2023-08-17 15:13:20.910314 - {street: 2, cars: 3, velocity: 34.32789089731735, time: 2023-08-17 15:13:20.910263}
2023-08-17 15:13:21.941538 - {street: 1, cars: 23, velocity: 49.005094594675754, time: 2023-08-17 15:13:21.941495}
2023-08-17 15:13:22.914312 - {street: 2, cars: 56, velocity: 32.33181810889373, time: 2023-08-17 15:13:22.914269}
2023-08-17 15:13:23.945887 - {street: 1, cars: 17, velocity: 51.31611512085693, time: 2023-08-17 15:13:23.945844}
2023-08-17 15:13:24.918339 - {street: 2, cars: 71, velocity: 34.32153643385445, time: 2023-08-17 15:13:24.918295}
2023-08-17 15:13:25.950189 - {street: 1, cars: 94, velocity: 72.66536968043513, time: 2023-08-17 15:13:25.950116}
2023-08-17 15:13:26.922486 - {street: 2, cars: 12, velocity: 67.00888089171922, time: 2023-08-17 15:13:26.922441}
2023-08-17 15:13:27.954568 - {street: 1, cars: 71, velocity: 78.82099858240578, time: 2023-08-17 15:13:27.954527}
2023-08-17 15:13:28.925923 - {street: 2, cars: 67, velocity: 46.261980631284544, time: 2023-08-17 15:13:28.925876}
2023-08-17 15:13:29.959264 - {street: 1, cars: 98, velocity: 73.40759115009699, time: 2023-08-17 15:13:29.959222}
2023-08-17 15:13:30.929864 - {street: 2, cars: 96, velocity: 31.59749767852115, time: 2023-08-17 15:13:30.929807}
2023-08-17 15:13:31.962654 - {street: 1, cars: 26, velocity: 31.411370112748905, time: 2023-08-17 15:13:31.962612}
2023-08-17 15:13:32.934258 - {street: 2, cars: 55, velocity: 68.18718540803889, time: 2023-08-17 15:13:32.934215}
2023-08-17 15:13:33.965959 - {street: 1, cars: 82, velocity: 55.3240720563136, time: 2023-08-17 15:13:33.965916}
2023-08-17 15:13:34.938190 - {street: 2, cars: 20, velocity: 71.441597973754, time: 2023-08-17 15:13:34.938150}
2023-08-17 15:13:35.969969 - {street: 1, cars: 53, velocity: 39.00765998048409, time: 2023-08-17 15:13:35.969925}
2023-08-17 15:13:36.942339 - {street: 2, cars: 34, velocity: 52.502575128753705, time: 2023-08-17 15:13:36.942294}
2023-08-17 15:13:37.974305 - {street: 1, cars: 10, velocity: 63.26958906166414, time: 2023-08-17 15:13:37.974262}
2023-08-17 15:13:38.946065 - {street: 2, cars: 62, velocity: 28.341820424188633, time: 2023-08-17 15:13:38.946010}
2023-08-17 15:13:39.978058 - {street: 1, cars: 20, velocity: 54.99756994210187, time: 2023-08-17 15:13:39.978013}
2023-08-17 15:13:40.950162 - {street: 2, cars: 19, velocity: 25.90828704785261, time: 2023-08-17 15:13:40.950123}
2023-08-17 15:13:41.982182 - {street: 1, cars: 5, velocity: 35.959699466699576, time: 2023-08-17 15:13:41.982139}
2023-08-17 15:13:42.953912 - {street: 2, cars: 67, velocity: 32.63504624012754, time: 2023-08-17 15:13:42.953874}
2023-08-17 15:13:43.986916 - {street: 1, cars: 56, velocity: 78.08762524990668, time: 2023-08-17 15:13:43.986874}
2023-08-17 15:13:44.958125 - {street: 2, cars: 15, velocity: 60.59782161433188, time: 2023-08-17 15:13:44.958080}
2023-08-17 15:13:45.989943 - {street: 1, cars: 10, velocity: 44.516849782859616, time: 2023-08-17 15:13:45.989878}
2023-08-17 15:13:46.961966 - {street: 2, cars: 41, velocity: 34.83024403479525, time: 2023-08-17 15:13:46.961921}
2023-08-17 15:13:47.994027 - {street: 1, cars: 1, velocity: 31.712720395844986, time: 2023-08-17 15:13:47.993930}
2023-08-17 15:13:48.965889 - {street: 2, cars: 21, velocity: 64.11849729384893, time: 2023-08-17 15:13:48.965846}
2023-08-17 15:13:49.997955 - {street: 1, cars: 67, velocity: 64.7223258692833, time: 2023-08-17 15:13:49.997906}
2023-08-17 15:13:50.970294 - {street: 2, cars: 49, velocity: 34.82311940443721, time: 2023-08-17 15:13:50.970252}
2023-08-17 15:13:52.002793 - {street: 1, cars: 28, velocity: 60.5253841418722, time: 2023-08-17 15:13:52.002751}
2023-08-17 15:13:52.974414 - {street: 2, cars: 83, velocity: 64.71582425558913, time: 2023-08-17 15:13:52.974358}
2023-08-17 15:13:54.005947 - {street: 1, cars: 38, velocity: 32.4172322197191, time: 2023-08-17 15:13:54.005894}
2023-08-17 15:13:54.977952 - {street: 2, cars: 67, velocity: 68.24127244060867, time: 2023-08-17 15:13:54.977909}
2023-08-17 15:13:56.009881 - {street: 1, cars: 78, velocity: 39.94947790310882, time: 2023-08-17 15:13:56.009836}
2023-08-17 15:13:56.981910 - {street: 2, cars: 6, velocity: 49.97538776392275, time: 2023-08-17 15:13:56.981852}
2023-08-17 15:13:58.014178 - {street: 1, cars: 24, velocity: 26.193717900865764, time: 2023-08-17 15:13:58.014124}
2023-08-17 15:13:58.985450 - {street: 2, cars: 60, velocity: 37.03858471782738, time: 2023-08-17 15:13:58.985410}
2023-08-17 15:14:00.018627 - {street: 1, cars: 8, velocity: 24.978053290866306, time: 2023-08-17 15:14:00.018585}
2023-08-17 15:14:00.990212 - {street: 2, cars: 39, velocity: 62.00745007894486, time: 2023-08-17 15:14:00.990167}
2023-08-17 15:14:02.023105 - {street: 1, cars: 55, velocity: 71.26971599365238, time: 2023-08-17 15:14:02.023062}
2023-08-17 15:14:02.994130 - {street: 2, cars: 91, velocity: 49.889694203978536, time: 2023-08-17 15:14:02.994088}
